,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
314,315,20,100,60,9,0,0,0,0,0,0,70,0,0,0,0,70,700,82,200,0,0,20,50,100,0,100,0,200,100,100,0,500,1,0,0,71,72,0,0,0,0,83,80,0,164,0,100,100,100,300,100,200,60,0,100,100,790,100,200,54,100,0,0,0,0,234,0,0,0,0,50,200,0,0,178000
315,316,0,0,71,7,0,100,0,0,0,0,170,0,0,0,0,70,500,6,60,0,0,0,0,100,0,0,0,0,0,0,0,0,42,0,0,29,71,0,0,0,0,71,71,0,143,100,0,200,100,300,100,0,60,0,100,0,60,200,200,43,0,0,0,100,51,0,0,0,0,0,90,300,0,0,188500
316,317,0,0,94,13,0,100,0,0,200,0,60,0,0,0,0,70,700,84,230,0,0,60,60,0,27,0,0,100,0,0,0,0,69,0,0,15,84,0,200,0,0,115,120,0,235,100,0,200,100,400,100,200,100,0,100,0,310,0,200,48,0,0,0,288,195,0,0,0,0,0,50,300,0,0,260000
317,318,0,300,75,9,0,0,0,0,0,0,50,0,0,0,0,80,500,13,100,0,0,0,0,100,0,0,0,0,0,0,300,200,0,0,0,108,108,0,0,0,0,108,87,0,195,0,0,200,100,300,100,0,80,0,100,0,130,0,300,102,0,0,0,208,46,0,0,0,0,0,30,100,0,0,270000
318,319,0,0,90,9,0,0,200,0,0,100,30,0,0,0,0,70,500,5,400,0,0,30,30,0,25,0,0,0,0,0,100,0,98,0,0,36,134,0,0,0,0,137,127,0,264,100,0,200,100,400,100,0,90,0,100,0,50,0,300,65,0,0,0,340,60,144,0,0,0,0,70,300,0,0,260000
319,320,100,0,60,14,0,0,0,0,0,0,60,0,0,0,500,70,500,84,230,0,0,70,40,0,22,100,0,100,0,0,300,0,103,0,0,33,137,0,200,0,0,147,0,0,147,100,0,200,0,300,100,100,60,0,200,0,690,100,200,58,0,0,0,233,48,0,0,0,0,0,110,300,0,0,187500
320,321,0,0,111,16,0,0,0,0,200,0,100,0,0,0,0,90,500,13,100,0,0,0,0,200,37,100,0,0,200,100,300,200,0,0,0,124,124,0,0,0,0,124,134,0,259,0,0,300,100,400,100,0,90,0,0,0,130,0,300,84,0,0,0,240,154,0,0,0,0,0,20,200,100,200,342643
321,322,0,0,99,12,0,100,0,0,0,0,100,0,0,0,0,80,500,6,160,0,0,0,0,0,38,0,0,0,200,0,300,0,97,0,0,16,113,0,0,0,0,113,133,0,246,100,0,200,100,400,100,0,100,0,100,200,60,200,300,87,0,0,0,184,154,0,0,0,0,0,110,100,0,0,354000
322,323,0,0,86,10,0,100,0,0,0,0,120,0,0,0,0,70,500,73,260,0,0,70,40,0,17,0,0,100,100,0,100,500,2,200,147,0,150,0,0,0,0,155,117,0,273,100,0,200,100,400,100,0,80,0,100,0,420,200,200,57,0,0,0,201,96,0,0,0,0,0,50,100,0,0,301000
323,324,10,100,49,5,0,0,0,0,0,0,70,0,0,0,100,30,800,32,60,0,0,0,0,100,0,100,100,100,100,0,0,100,25,0,0,90,116,0,0,0,0,116,0,0,116,100,0,100,0,300,100,100,60,0,0,0,620,100,100,22,100,0,0,142,98,0,0,0,0,0,90,200,0,0,126175
324,325,100,0,96,11,0,0,0,0,200,0,110,200,0,0,500,70,700,17,120,300,300,20,50,0,30,0,100,100,0,0,0,200,0,0,0,71,71,0,0,0,0,189,108,0,297,0,0,200,100,500,100,0,110,0,100,200,500,200,200,56,0,0,0,240,0,0,0,0,0,0,110,400,0,0,242000
325,326,50,100,50,5,0,0,0,0,0,0,130,400,0,0,300,50,600,71,80,0,0,10,10,100,0,100,0,100,100,0,300,400,11,0,0,60,72,0,400,100,100,80,0,0,80,0,0,100,0,200,100,100,50,0,0,100,800,100,200,36,0,0,0,0,0,244,0,0,0,0,30,100,0,0,87000
326,327,70,0,32,10,0,100,0,0,300,0,10,0,0,300,100,80,500,5,400,0,0,40,70,100,0,0,0,0,0,0,100,0,161,0,0,10,171,0,0,0,0,171,0,0,171,200,0,100,100,100,100,0,60,0,200,0,50,200,200,47,0,0,0,122,30,0,0,0,0,0,10,0,700,0,324000
327,328,10,0,80,11,0,0,0,0,0,0,110,0,0,0,100,60,500,14,130,100,0,20,50,0,17,100,0,100,100,0,0,300,56,0,0,81,138,0,200,0,0,138,0,0,138,0,0,100,100,300,100,100,70,0,0,0,140,0,100,29,0,0,0,0,45,0,0,0,0,0,70,200,0,0,145250
328,329,120,0,88,11,0,100,100,0,0,0,80,200,0,0,600,60,600,77,540,0,0,20,20,100,0,100,0,200,100,0,0,200,0,0,0,84,84,0,100,100,200,144,68,0,213,0,0,200,0,500,100,0,100,0,0,100,190,100,200,44,0,0,0,0,60,268,0,0,0,0,90,300,0,0,214500
329,330,20,100,60,6,0,0,0,0,200,0,130,0,0,0,0,50,500,26,80,0,0,20,20,100,0,100,0,0,100,0,200,200,0,0,0,59,59,0,200,100,0,59,59,0,119,0,0,100,0,300,100,100,60,0,0,100,250,100,100,18,100,100,100,0,0,137,0,0,0,0,90,300,0,0,78000
330,331,60,0,61,10,0,100,0,0,0,0,110,0,0,200,100,50,400,39,270,0,0,30,30,0,8,100,0,100,100,0,0,0,4,300,26,142,172,0,200,0,0,172,0,0,172,0,100,200,0,600,200,100,100,0,0,100,200,100,100,35,0,0,0,155,0,0,0,0,0,0,60,100,0,0,119000
331,332,10,0,70,8,0,0,0,0,0,0,110,0,0,0,100,50,600,18,360,0,0,20,50,100,0,100,0,100,100,0,0,300,84,0,0,21,105,0,300,0,0,105,0,0,105,100,0,100,0,300,100,100,60,0,0,0,180,0,100,30,0,0,0,0,0,0,0,0,0,0,50,100,0,0,139000
332,333,10,0,85,10,0,100,0,0,0,0,100,0,0,0,100,80,500,0,160,0,0,0,0,0,29,0,0,0,0,0,0,0,112,0,47,160,320,0,0,0,0,162,0,0,162,100,0,200,0,300,100,0,70,0,100,0,0,0,300,88,0,0,0,0,0,0,0,0,0,0,40,300,0,0,284000
333,334,70,100,59,8,0,0,0,0,400,0,100,0,0,300,100,70,500,6,160,0,0,0,0,200,14,0,0,0,0,0,300,0,72,0,0,63,135,0,0,0,0,135,0,0,135,100,0,200,0,200,100,0,60,0,100,0,60,0,200,48,0,0,0,192,30,0,0,0,0,0,90,0,0,0,207000
334,335,0,0,59,9,0,100,0,0,0,0,170,0,0,0,0,60,500,45,300,0,0,0,0,100,0,100,0,0,0,0,100,0,82,0,0,11,94,0,100,0,0,94,69,0,163,100,0,200,100,300,100,100,70,0,200,0,30,200,200,47,0,0,0,100,38,0,0,0,0,0,90,0,0,0,192000
335,336,40,0,71,164,100,100,300,0,200,200,160,0,0,100,200,50,600,10,90,0,0,70,40,100,0,100,0,100,100,0,100,100,124,100,14,10,149,0,0,0,0,161,16,0,178,200,0,200,0,300,100,100,70,0,200,0,100,200,200,52,0,0,0,670,0,0,0,0,0,7,50,0,0,0,228950
336,337,10,0,86,14,0,100,300,0,200,0,180,0,0,0,100,90,500,11,100,100,0,0,0,200,20,0,0,0,200,0,100,0,124,0,0,67,192,0,0,0,0,192,0,0,192,100,0,200,0,300,100,0,80,0,100,0,110,200,300,67,0,0,0,178,51,0,0,0,0,0,90,100,0,0,377426
337,338,10,0,70,9,0,0,0,0,0,0,0,0,0,0,100,70,500,20,0,0,0,0,0,0,11,0,0,0,0,0,300,0,81,0,0,72,153,0,0,0,0,153,0,0,153,100,0,200,0,300,100,0,70,0,0,0,200,0,200,53,0,0,0,192,74,0,0,0,0,0,30,0,0,0,214000
338,339,10,0,91,14,0,0,0,0,200,0,60,0,0,0,100,70,700,68,300,0,0,20,50,100,0,0,0,100,0,0,200,100,21,0,0,99,120,0,0,0,0,162,0,0,162,100,0,200,0,300,100,0,80,0,0,0,600,0,200,44,0,0,0,108,45,0,0,0,0,4,10,200,0,0,202500
339,340,10,0,66,12,0,100,0,0,0,0,110,100,0,0,100,60,700,18,300,100,0,20,50,0,17,100,0,100,100,200,0,300,58,0,0,63,121,0,200,0,200,121,0,0,121,0,0,100,0,300,100,100,60,0,0,0,180,100,100,29,0,0,0,0,0,0,0,234,0,0,110,300,0,0,155000
340,341,0,0,85,14,0,0,0,0,0,0,160,0,0,0,0,80,500,20,20,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,96,96,0,0,0,0,99,91,0,190,0,0,200,100,400,100,0,90,0,0,0,200,200,200,43,0,0,0,135,0,0,0,0,0,0,70,400,0,0,202900
341,342,10,400,60,8,0,0,0,0,0,0,120,100,0,0,100,40,400,52,80,0,0,20,90,100,0,300,200,100,100,200,0,200,0,0,0,72,72,0,100,0,0,84,0,0,84,0,0,100,0,200,100,100,40,0,0,300,490,100,100,29,0,0,100,250,0,24,0,0,0,0,20,300,0,0,82000
342,343,60,0,47,8,0,0,0,0,0,0,110,0,0,200,100,30,400,87,80,0,0,90,80,0,34,100,0,400,100,0,0,200,0,0,0,0,0,300,300,100,200,104,0,0,104,0,0,200,0,200,200,100,60,0,0,100,730,100,200,40,0,0,0,0,0,0,0,0,0,0,10,200,0,0,87500
343,344,70,0,63,8,0,100,0,0,0,0,100,0,0,300,100,90,500,11,60,100,0,10,10,0,61,200,0,0,200,0,0,0,2,0,0,165,168,0,0,0,0,168,0,0,168,0,0,200,0,200,100,200,60,0,100,0,110,0,200,56,0,0,0,495,72,0,0,0,0,0,90,0,0,0,266000
344,345,110,100,36,2,0,0,0,0,0,0,140,0,0,300,0,50,300,1,10,0,0,60,60,100,0,100,0,100,0,0,0,300,12,100,23,17,53,0,200,0,0,53,57,0,111,0,0,100,100,300,100,100,40,0,0,0,10,100,100,33,0,0,0,182,0,0,0,0,0,0,70,400,0,0,85000
345,346,30,0,65,6,0,0,0,0,0,0,80,600,0,0,200,60,500,9,80,0,0,10,10,100,0,100,0,200,100,0,0,200,0,0,0,97,97,0,100,0,0,97,60,0,157,0,0,100,0,300,100,300,60,0,100,100,90,100,100,31,0,0,0,0,0,0,0,0,0,0,40,200,0,0,140200
346,347,10,0,60,12,0,100,0,0,300,0,110,0,0,0,100,60,800,14,300,100,0,10,10,100,0,100,100,100,100,0,200,400,49,0,0,46,95,0,200,0,0,95,0,0,95,0,0,100,0,200,100,100,50,0,0,0,140,0,100,30,0,0,0,0,0,0,0,0,0,155,70,100,0,0,151500
347,348,10,0,73,17,0,100,0,0,0,0,110,0,0,0,100,60,500,14,130,0,0,20,50,0,3,100,0,100,100,0,0,400,127,0,0,20,147,0,0,0,200,147,0,0,147,100,0,200,0,300,100,100,60,0,200,0,140,100,200,49,0,0,0,0,40,0,0,0,0,0,30,300,0,0,157500
348,349,110,0,36,2,0,0,0,0,0,0,100,0,0,400,0,70,500,0,160,0,0,0,20,200,10,0,0,0,0,0,0,0,57,0,0,19,76,0,0,0,0,76,86,0,162,100,0,200,100,200,100,0,60,0,0,200,0,0,200,47,0,0,0,0,27,0,0,0,0,0,40,0,0,0,154000
349,350,0,0,56,20,0,200,0,0,0,0,100,0,0,0,0,90,500,11,100,100,0,60,60,0,87,200,0,0,200,0,0,0,141,0,0,43,184,0,0,0,0,184,88,0,272,100,0,200,100,400,100,200,100,0,200,0,130,200,300,70,0,0,0,0,0,0,0,0,0,0,70,200,100,200,437154
350,351,70,0,68,7,0,100,0,0,0,0,100,0,0,300,100,90,500,22,120,100,0,10,10,0,36,200,0,0,200,0,0,200,0,0,0,186,186,0,0,0,0,186,0,0,186,0,0,200,0,200,100,200,60,0,100,0,220,0,200,61,0,0,0,210,54,0,0,0,0,0,30,100,100,200,318061
351,352,70,0,76,5,0,100,200,0,0,100,190,0,0,0,100,70,500,73,530,0,0,20,50,100,0,100,0,0,0,0,100,0,108,0,0,37,145,0,100,0,0,145,0,0,145,100,0,100,100,200,100,0,60,0,100,0,630,0,200,44,0,0,0,0,80,0,0,184,0,0,30,200,0,100,190000
352,353,30,0,60,9,0,0,0,0,0,0,150,300,0,0,200,50,600,71,80,0,0,0,0,100,0,100,0,100,100,200,200,500,23,300,38,0,61,0,200,100,0,61,49,0,111,0,100,100,0,300,100,100,50,0,0,100,800,100,100,20,0,100,0,48,0,0,0,0,0,0,100,0,600,0,95000
353,354,80,100,60,8,0,0,0,0,0,0,70,0,0,0,100,60,800,89,0,0,0,0,0,100,0,100,100,200,100,0,0,200,0,0,0,62,62,0,100,0,0,72,0,0,72,0,0,100,0,200,100,100,50,0,0,100,110,100,200,48,0,0,0,106,0,0,0,0,0,0,10,400,0,0,105900
354,355,30,0,60,8,0,0,100,0,0,0,230,0,0,0,200,60,500,70,40,0,0,20,10,100,0,100,0,100,100,0,0,500,38,0,0,55,94,0,0,0,0,119,40,0,159,0,0,100,0,200,100,100,60,0,200,0,720,100,100,24,0,0,0,0,0,108,0,0,0,0,110,200,0,0,140000
355,356,10,0,105,11,0,200,0,0,0,0,0,0,0,0,100,60,500,49,50,0,0,0,0,100,0,0,100,0,0,100,0,100,33,100,54,32,120,0,0,0,0,120,0,0,120,100,0,200,0,300,100,0,60,0,0,0,280,0,200,52,0,0,0,0,26,0,0,0,0,0,50,100,0,0,177500
356,357,10,0,58,9,0,100,0,0,0,0,170,0,0,0,100,60,600,86,360,0,0,30,30,0,10,100,0,0,0,0,0,0,56,0,0,59,115,0,100,0,0,116,0,0,116,100,0,200,0,300,100,0,60,0,0,0,780,0,200,40,0,0,0,120,26,0,0,0,0,0,90,300,0,0,173000
357,358,70,100,44,4,0,0,0,0,0,0,140,0,0,300,100,50,500,1,10,0,0,60,60,100,0,100,0,0,0,0,0,100,87,0,0,26,114,0,200,0,0,114,0,0,114,100,0,100,100,300,100,100,60,0,100,0,10,200,200,52,0,0,0,536,90,0,0,0,0,0,50,100,0,0,134000
358,359,100,0,92,6,0,100,0,0,0,0,190,0,0,0,500,50,400,18,460,100,0,20,110,0,12,100,0,100,100,0,300,400,30,300,29,46,106,0,0,0,100,135,0,0,135,0,100,100,0,300,100,0,60,300,0,200,180,100,100,28,0,0,0,168,0,294,0,0,0,0,90,200,0,100,130000
359,360,0,0,78,12,0,100,0,0,300,0,30,0,0,0,0,80,500,45,300,0,0,0,0,0,53,0,0,0,0,0,300,0,95,0,0,13,108,0,0,0,0,108,83,0,192,100,0,200,100,300,100,0,70,0,100,0,30,0,200,59,0,0,0,208,75,0,0,374,0,0,110,200,0,0,280000
360,361,90,0,60,7,0,100,0,0,300,0,40,0,0,0,400,60,600,90,590,0,0,0,0,100,0,100,0,100,0,0,300,0,77,0,0,11,88,0,0,0,0,91,0,0,91,100,0,100,0,200,100,100,50,0,100,0,760,0,200,47,0,0,0,0,0,0,0,192,0,0,110,100,0,0,156000
361,362,30,0,75,9,0,0,0,0,0,0,80,0,0,0,200,50,500,70,380,0,0,10,10,100,0,100,0,100,100,0,0,300,39,0,0,48,88,0,100,0,0,98,51,0,150,100,0,100,0,300,100,100,80,0,0,100,720,100,100,24,0,0,100,0,0,0,0,0,0,0,90,0,0,0,145000
362,363,90,0,64,7,0,0,0,0,200,0,150,0,0,0,400,70,500,0,0,0,0,30,30,0,50,0,0,400,100,0,0,200,0,0,0,0,0,0,0,0,0,49,142,0,192,0,0,300,0,400,100,0,70,0,100,200,0,0,200,67,0,0,0,0,0,177,0,0,0,0,90,300,300,0,198500
363,364,110,100,21,1,0,0,0,0,0,0,220,0,0,400,0,60,800,41,120,0,0,30,30,0,51,100,0,100,100,0,0,100,16,0,0,32,48,0,100,0,0,48,50,0,98,0,0,100,100,200,100,0,50,0,0,100,670,100,100,26,0,0,0,250,0,0,0,0,0,0,10,300,0,0,118000
364,365,0,0,85,18,0,100,0,0,100,0,60,0,0,0,0,60,500,1,10,0,0,30,30,0,12,100,0,0,0,0,200,0,71,0,0,8,79,0,200,0,0,79,78,0,157,100,0,200,100,300,100,100,60,0,100,0,10,200,200,56,0,0,0,306,111,0,0,0,0,0,90,200,0,0,190000
365,366,20,100,59,10,0,0,0,0,0,0,130,0,0,0,0,50,700,26,180,100,0,0,0,100,0,100,100,100,100,200,0,300,45,0,0,21,67,0,100,0,200,67,67,0,134,0,0,100,0,300,100,100,60,0,0,100,370,100,100,46,0,100,0,0,128,218,0,0,0,0,90,300,0,0,147000
366,367,10,0,65,9,0,100,0,0,0,0,110,0,0,0,100,60,500,37,250,0,0,70,40,0,24,100,0,100,0,0,0,400,60,0,0,78,139,0,100,0,0,139,0,0,139,100,0,100,100,300,100,100,60,0,200,0,350,0,200,51,0,0,0,0,76,0,0,185,0,0,90,300,0,0,159000
367,368,100,0,101,9,0,100,0,0,200,0,110,0,0,0,500,60,500,12,110,0,500,70,40,0,30,100,0,100,0,0,100,0,37,0,0,72,109,0,100,0,0,143,0,0,143,0,100,100,0,300,100,100,60,0,100,400,120,0,100,29,0,0,0,64,110,0,0,0,0,0,30,0,0,0,165000
368,369,10,0,78,7,0,0,0,0,0,0,110,0,0,0,100,50,600,30,560,0,0,30,30,0,20,100,0,0,100,0,0,500,54,0,0,72,126,0,100,0,0,126,0,0,126,0,0,100,0,200,100,100,70,0,100,0,290,200,100,24,0,0,0,0,98,0,0,0,0,0,100,400,0,0,132000
369,370,10,0,60,9,0,100,0,0,200,0,110,0,0,0,100,50,700,28,100,0,0,20,50,100,0,100,100,100,100,0,0,100,7,300,25,73,106,0,0,0,0,128,0,0,128,100,0,100,0,300,100,0,70,0,100,100,330,200,200,57,0,0,0,364,17,0,0,182,0,0,100,400,0,0,162000
370,371,0,0,56,8,0,100,0,0,0,0,170,0,0,0,0,60,500,4,40,0,0,0,0,100,0,100,0,0,0,0,0,200,0,0,0,95,95,0,0,0,0,95,71,0,166,0,0,200,100,300,100,100,70,0,100,0,40,0,200,46,0,0,0,100,40,0,0,0,0,0,80,200,0,0,172400
371,372,30,0,80,17,0,0,0,0,0,0,190,100,0,0,200,40,400,28,190,0,0,50,40,100,0,100,0,100,100,0,0,200,0,0,0,0,0,0,200,0,0,112,46,0,158,0,0,200,0,400,100,100,70,300,100,100,150,200,200,68,0,0,100,0,59,0,0,0,0,0,90,0,0,0,134432
372,373,70,0,50,7,0,0,0,0,0,0,120,0,0,300,100,60,500,68,520,0,0,70,40,100,0,100,0,100,0,0,0,100,62,400,12,0,74,0,200,0,0,75,0,0,75,100,0,100,0,200,100,100,40,0,0,0,600,100,100,26,0,0,0,353,0,0,0,90,0,0,0,400,0,0,125000
373,374,10,0,79,10,0,0,0,0,0,0,110,0,0,0,100,50,600,31,320,0,0,10,10,100,0,100,0,0,100,0,0,400,42,400,18,0,60,0,200,0,0,131,0,0,131,100,0,100,0,300,100,100,50,300,0,0,300,100,100,27,0,0,0,66,0,0,0,0,0,0,60,300,0,0,123000
374,375,0,0,65,8,0,0,0,0,0,0,0,0,0,0,0,70,500,0,160,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,84,84,0,0,0,0,84,108,0,192,0,0,200,100,400,100,0,80,0,100,200,0,200,200,43,0,0,0,100,48,0,0,0,0,0,90,100,0,0,219500
375,376,80,0,56,10,0,100,200,0,0,200,150,0,0,0,100,10,100,91,80,0,0,20,50,100,0,300,200,200,300,300,100,400,35,0,0,33,68,0,100,100,200,90,0,0,90,100,0,0,100,100,100,300,40,200,0,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,0,61000
376,377,90,0,57,8,0,100,0,0,300,0,0,0,0,0,400,50,500,92,290,0,0,0,0,100,0,0,0,0,0,0,300,0,29,0,0,57,87,0,0,0,0,91,0,0,91,0,0,100,0,200,100,100,50,0,0,100,30,100,200,57,0,0,0,0,0,0,0,0,0,0,90,200,0,0,148000
377,378,0,300,102,11,0,100,0,0,200,0,50,0,0,0,0,80,500,6,60,0,0,60,60,100,0,0,0,0,0,0,0,200,0,0,0,158,158,0,0,0,0,158,88,0,246,0,0,300,0,400,100,0,80,0,100,0,60,0,200,61,0,0,0,159,214,0,0,0,0,0,30,100,0,0,340000
378,379,10,0,88,11,0,0,0,0,200,0,180,0,0,0,100,90,200,93,510,100,0,0,0,200,35,0,0,0,200,0,300,0,144,0,0,41,185,0,0,0,0,185,0,0,185,100,0,100,100,100,100,200,80,0,100,0,810,200,300,83,0,0,0,113,0,0,0,0,0,0,110,400,100,200,394432
379,380,0,0,60,8,0,100,0,0,0,0,170,600,0,0,0,60,500,4,40,0,0,0,0,0,1,100,0,0,0,0,0,200,0,0,0,98,98,0,0,0,0,100,79,0,180,0,0,200,100,300,100,100,70,0,100,0,40,200,200,46,0,0,0,100,63,0,0,0,0,0,110,300,0,0,179000
380,381,30,0,50,5,0,0,0,0,0,0,230,0,0,0,200,50,600,67,80,0,0,40,50,100,0,100,0,200,100,0,0,500,21,0,0,80,102,0,200,0,0,102,66,0,169,0,0,200,0,300,100,0,60,0,100,100,700,100,100,30,0,0,0,0,0,242,0,0,0,0,10,400,0,0,127000
381,382,10,300,60,7,0,0,0,0,0,0,50,0,0,0,100,70,500,13,100,0,0,0,0,100,0,0,0,0,0,100,0,200,0,0,0,129,129,0,0,0,0,130,0,0,130,100,0,200,0,200,100,0,50,0,100,0,130,0,200,57,0,0,0,216,121,0,0,0,0,0,50,200,100,200,187750
382,383,0,0,79,9,0,100,0,0,0,0,0,0,0,0,0,70,500,13,100,0,0,0,0,100,0,0,0,0,0,0,300,200,0,0,0,93,93,0,0,0,0,93,85,0,179,0,0,200,100,300,100,0,80,0,0,0,130,0,200,63,0,0,0,144,53,0,0,0,0,0,70,100,0,0,213500
383,384,50,400,60,9,0,0,0,0,200,0,120,0,0,0,300,60,300,89,80,0,0,20,50,100,0,100,0,200,300,200,0,200,0,0,0,78,78,0,200,100,200,78,0,0,78,0,0,100,0,200,100,100,50,0,0,100,490,100,200,36,100,100,100,0,0,91,0,0,0,0,40,300,0,0,76000
384,385,0,0,72,53,0,200,200,0,200,100,190,100,0,0,0,60,500,86,360,0,0,30,30,100,0,0,0,0,0,0,300,0,98,0,0,59,158,0,0,0,0,107,87,0,195,100,0,200,100,300,100,0,90,0,200,0,780,200,200,50,0,0,0,216,231,0,0,0,0,0,110,100,0,0,240000
385,386,70,0,43,3,0,0,0,0,0,0,210,0,0,300,100,80,500,6,60,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,123,125,0,0,0,0,126,0,0,126,0,0,200,0,200,100,0,60,0,100,0,60,200,200,43,0,0,0,146,20,0,0,144,0,0,70,400,0,0,192000
386,387,30,0,58,8,0,0,0,0,100,0,150,100,0,0,200,50,300,48,290,200,0,20,0,100,0,100,200,0,100,0,0,200,0,0,0,65,65,0,200,0,0,65,52,0,118,0,0,100,0,500,100,100,80,0,0,0,110,100,0,0,0,0,100,0,151,0,0,0,0,0,10,200,0,300,81000
387,388,100,0,72,7,0,0,0,0,0,0,150,0,0,0,500,60,600,1,10,100,0,10,10,0,25,100,0,100,100,0,300,100,63,0,0,41,104,0,0,0,0,112,0,0,112,100,0,100,0,300,100,100,60,0,100,100,320,100,100,35,0,0,0,296,0,0,0,0,0,0,40,300,0,100,125000
388,389,10,0,93,9,0,100,0,0,300,0,0,0,0,0,100,70,500,40,40,0,0,0,0,0,12,0,0,0,0,0,0,200,0,0,0,146,146,0,0,0,0,147,0,0,147,0,0,200,0,300,100,0,60,0,0,0,380,0,200,57,0,0,0,120,25,0,0,0,0,0,90,0,0,0,191000
389,390,0,0,96,12,0,0,0,0,0,0,100,0,0,0,0,100,500,22,170,0,0,0,0,200,27,200,0,0,200,0,300,0,128,0,0,40,168,0,0,0,0,174,59,0,233,100,0,200,100,300,100,200,90,0,100,200,230,200,300,84,0,0,0,196,134,0,0,0,0,0,50,0,100,200,426000
390,391,30,0,50,8,0,0,0,0,0,0,150,0,0,0,200,50,800,83,80,0,0,10,10,100,0,100,0,200,100,100,0,300,24,100,39,22,86,0,0,0,0,96,40,0,136,100,0,100,0,400,100,100,70,0,0,100,760,100,100,38,0,0,0,0,130,112,0,0,0,0,70,0,0,0,119000
391,392,0,0,71,12,0,100,0,0,300,0,40,0,0,0,0,60,500,2,20,0,0,0,0,100,0,100,0,0,200,0,0,100,69,0,0,11,80,0,0,0,0,80,115,0,196,100,0,200,100,300,100,0,70,0,100,200,20,200,200,56,0,0,0,125,192,0,0,0,0,0,110,300,0,0,215000
392,393,10,0,49,8,0,100,0,0,0,0,110,0,0,0,100,50,700,28,190,0,0,10,10,100,0,100,0,400,100,0,0,200,0,0,0,0,0,0,200,0,0,88,0,0,88,0,0,100,0,300,100,100,50,0,0,0,270,0,100,29,0,0,0,0,0,0,0,0,0,12,90,100,0,0,106500
393,394,80,0,59,7,0,0,0,0,200,0,80,100,0,0,100,40,500,71,80,0,0,50,20,100,0,100,0,100,100,0,0,300,26,0,0,52,78,0,200,0,200,78,0,0,78,0,0,100,0,200,100,100,40,0,200,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,70,200,0,100,100000
394,395,30,0,60,10,0,0,0,0,0,0,70,0,0,0,200,50,600,70,80,0,0,10,10,100,0,100,0,100,100,0,0,200,0,0,0,73,73,0,100,0,200,73,29,0,103,0,0,100,0,200,100,100,50,0,0,100,720,100,100,24,0,0,0,0,39,0,0,0,0,0,90,100,0,0,109000
395,396,10,0,68,9,0,0,0,0,0,0,150,0,0,0,100,50,600,46,330,0,0,20,50,100,0,100,0,100,100,0,300,400,73,0,0,40,114,0,200,0,0,114,0,0,114,100,0,100,0,300,100,100,60,0,0,0,450,100,100,59,0,0,0,44,0,0,0,0,0,0,110,400,0,0,129000
396,397,10,0,60,7,0,0,200,0,0,0,0,0,0,0,100,50,500,41,280,100,0,10,10,100,0,100,0,100,100,0,300,300,77,0,0,11,89,0,200,0,0,89,0,0,89,0,0,100,0,200,100,100,60,0,0,100,340,0,200,60,0,0,0,215,0,0,0,0,0,0,20,300,0,0,123000
397,398,0,0,69,7,0,0,0,0,0,0,110,200,0,0,0,50,500,12,110,0,0,0,0,0,28,100,0,100,100,0,0,100,54,0,0,32,86,0,200,0,0,87,93,0,181,0,0,200,0,400,100,100,80,0,100,0,120,0,100,26,0,0,0,0,168,0,0,0,0,0,90,100,0,0,169500
398,399,80,100,60,8,0,0,0,0,200,0,130,0,0,0,100,50,200,26,80,0,0,10,10,100,0,100,200,200,300,300,0,200,0,0,0,96,96,0,100,0,400,107,0,0,107,0,0,100,0,200,100,100,60,500,0,100,250,100,100,33,400,300,100,0,0,0,0,0,0,0,60,100,0,100,67000
399,400,0,300,65,8,0,0,0,0,0,0,50,0,0,0,0,70,500,13,120,0,0,60,60,200,10,0,0,0,0,0,0,0,81,0,0,28,109,0,0,0,0,111,43,0,155,100,0,200,0,200,100,0,70,0,0,0,220,200,200,43,0,0,0,0,168,0,0,0,0,0,40,300,0,0,241000
