,PassengerId,Survived,Pclass,Age,Sex,SibSp,Parch,Embarked
870,871,0,3,26.0,male,0,0,S
871,872,1,1,47.0,female,1,1,S
872,873,0,1,33.0,male,0,0,S
873,874,0,3,47.0,male,0,0,S
874,875,1,2,28.0,female,1,0,C
875,876,1,3,15.0,female,0,0,C
876,877,0,3,20.0,male,0,0,S
877,878,0,3,19.0,male,0,0,S
879,880,1,1,56.0,female,0,1,C
880,881,1,2,25.0,female,0,1,S
881,882,0,3,33.0,male,0,0,S
882,883,0,3,22.0,female,0,0,S
883,884,0,2,28.0,male,0,0,S
884,885,0,3,25.0,male,0,0,S
885,886,0,3,39.0,female,0,5,Q
886,887,0,2,27.0,male,0,0,S
887,888,1,1,19.0,female,0,0,S
889,890,1,1,26.0,male,0,0,C
890,891,0,3,32.0,male,0,0,Q
